Date,Open,High,Low,Close,Volume
2024-07-18,564.18,564.26,556.07,556.85,2184657
2024-07-19,557.05,561.09,548.96,551,2601942
2024-07-22,558.65,560.19,552.7074,554.82,2391696
2024-07-23,556.49,557.249,544.44,546.01,2363881
2024-07-24,543.8,544.71,530.35,531.04,2630081
2024-07-25,536.8,542.28,527.59,532.15,2136496
2024-07-26,535.35,545.4999,533.33,542.44,2090007
2024-07-29,544.3,544.3,535.19,536.61,1590551
2024-07-30,541.85,543.67,530.9501,538.71,1566875
2024-07-31,547.05,555.55,543.77,551.65,2776002
2024-08-01,549.99,561.98,540.24,546.41,2075410
2024-08-02,535.78,536.84,519.68,526.17,2729113
2024-08-05,504.23,515.9,500,509.32,3432155
2024-08-06,513.69,519.16,509.01,514.2,2076327
2024-08-07,520.95,531.005,512.86,513.62,1663682
2024-08-08,520.59,531.07,519.56,530.24,2155115
2024-08-09,528.02,537.28,528.02,536.3,1272635
2024-08-12,536.04,538.08,525.77,530.93,1450410
2024-08-13,530.93,537.72,527.9,535.22,3063918
2024-08-14,536.62,542.9205,533.2,539.79,1915589
2024-08-15,545.19,557.22,545.01,554.16,2182382
2024-08-16,552.35,554.76,547.8,553.46,1541726
2024-08-19,550.59,563.77,550.59,563.12,1423293
2024-08-20,564.48,568.18,559.61,562.25,1219609
2024-08-21,562.13,566.6,557.91,565.79,1401708
2024-08-22,567.07,572,555.65,557.44,1627658
2024-08-23,565.45,566.52,552.5,558.3,2023465
2024-08-26,555.03,560.26,555.03,559.44,1387479
2024-08-27,554.4,569.52,554.3439,567.82,1404415
2024-08-28,568.22,569.59,557.67,560.54,1289699
2024-08-29,567.05,578.4,567.05,569.63,1955588
2024-08-30,572.2,575.65,568.2865,574.41,1982970
2024-09-03,576.3,586.695,566.79,571.04,2757929
2024-09-04,568.87,578.86,565.76,575.25,1615787
2024-09-05,570.75,573.39,562.53,567.93,1573571
2024-09-06,570.9,573.31,558,563.41,2096790
2024-09-09,567.69,574.57,564.44,569.88,1997121
2024-09-10,576.75,577.8,567.14,574.48,2030076
2024-09-11,573.01,581.24,559.35,580.38,2680977
2024-09-12,581.445,587.75,572.98,586.55,5605338
2024-09-13,532.565,540.27,526.6,536.87,10423510
2024-09-16,537.4,537.69,521.26,521.5,5248205
2024-09-17,524.29,527.0999,514.58,515.03,5164089
2024-09-18,517.01,517.58,506.4901,508.13,3997267
2024-09-19,518.81,527.48,518.02,526.44,3582532
2024-09-20,526.44,528.625,515.72,522.3,6100685
2024-09-23,525.71,532,524.955,527.87,2106995
2024-09-24,527.72,530.2999,521.71,524.07,2842054
2024-09-25,526.02,526.18,516.24,517.9,3211612
2024-09-26,520.51,521.355,512.11,515.38,3282437
2024-09-27,516.52,516.6799,512.3,515.48,2718323
2024-09-30,513.83,518.47,511.74,517.78,2588151
2024-10-01,517.45,519,502.5,502.8,3730026
2024-10-02,503.87,510.19,502.8201,505.81,1981848
2024-10-03,501.02,509.81,498.59,503.8,1921604
2024-10-04,507.29,508.56,503.5901,507.22,1949994
2024-10-07,503.96,504.87,486.4,487.3,4870534
2024-10-08,492.45,500,486.4,496.24,3551609
2024-10-09,495.88,495.88,492.32,494.08,2869417
2024-10-10,490.54,506.45,489.35,503.57,2775102
2024-10-11,504.78,507.9799,494.9,495.42,2992409
2024-10-14,501.8,514.26,500.41,509.65,3411497
2024-10-15,513.82,517.772,506.8,508.03,3605675
2024-10-16,506.39,506.84,500.25,502.54,1859116
2024-10-17,506.51,507.5,495.23,496.83,2769241
2024-10-18,491.29,499,491.0501,494.9,2011121
2024-10-21,492.96,500.6499,492.96,497.71,1679657
2024-10-22,496.43,497.34,488.36,493.11,2388721
2024-10-23,492,493.83,483.391,485.03,2021316
2024-10-24,486.63,488.47,480.06,482.87,2100308
2024-10-25,483.42,488.34,482.52,483.72,2426769
2024-10-28,487.65,488.49,480.48,481.04,2302255
2024-10-29,481.92,487.56,479.33,485.39,2089505
2024-10-30,482.24,492.2,482.24,486.68,2728573
2024-10-31,486,486.05,477.38,478.08,2978688
2024-11-01,475.41,485.16,475.05,482.8,2852008
2024-11-04,479.03,483.76,477.37,481.35,1955249
2024-11-05,483.09,486.659,480.47,486.42,1588149
2024-11-06,492.93,506.21,492.93,504.83,2969855
2024-11-07,510.655,510.655,495.3,500.92,2640295
2024-11-08,503.83,505,493.69,494.68,2856859
2024-11-11,493.6,507.72,493.6,504.48,3536599
2024-11-12,504.39,528.91,504.27,526.42,4125288
2024-11-13,523.79,539.92,520.59,532.5,3470174
2024-11-14,530.55,534.6399,523.46,529.87,3098800
2024-11-15,520.3,524.4999,498.81,503.37,4612417
2024-11-18,505,505.51,497.69,499.51,2259651
2024-11-19,496,502.41,495.46,499.61,1961731
2024-11-20,505.41,506.36,494.61,499.5,1874910
2024-11-21,502.1,508.57,493.1,504.44,2002094
2024-11-22,502.5,513.37,502.5,512.15,2287614
2024-11-25,519.09,523.2099,513.1935,518.73,3319992
2024-11-26,519.95,525.76,516.3601,525.3,2415735
2024-11-27,523.21,525.88,508.7161,513.68,2324217
